request_id,timestamp,function_name,runtime_environment,architecture,memory_mb,cold_start,invocations_count,optimization_strategy,error_rate,execution_duration_ms,total_cost_usd
be90b52e-0ce5-466e-b5df-ba0f7f29dc0b,2024-01-01 05:11:03.333166,DataIngest,python3.9,arm64,2048,0,68,None,0.1261015970978483,114.0,3.04000608e-06
00df450d-cf55-4f01-bb8b-c3183d9151df,2024-01-01 05:17:32.152607,AuthHandler,java11,x86_64,128,0,462,Memory Tuning,0.2926060958855215,4142.0,8.629183925000001e-06
004c8793-cca3-4aec-b294-5e3151e513c5,2024-01-01 05:24:00.972048,AuthHandler,python3.9,arm64,512,0,467,Memory Tuning,0.076591799,788.0,5.253343840000001e-06
b76a68cf-8ffd-4dec-a1a6-899beb734232,2024-01-01 05:30:29.791489,ImageProcess,go1.x,arm64,512,0,729,None,0.041351837,830.0,5.5333444e-06
9dde98ae-9087-48bb-a447-c37ef8ca38de,2024-01-01 05:36:58.610930,ImageProcess,nodejs18,x86_64,3072,0,918,None,0.063316437,143.0,7.150014299999999e-06
ed1c3cb6-030a-4c54-9e3f-985b9c1fdcb8,2024-01-01 05:43:27.430371,ReportGen,python3.9,x86_64,128,1,409,None,0.023238640045898,5119.049999999992,1.107502215e-05
09693755-bc21-4604-af8d-89c41f66befc,2024-01-01 05:49:56.249812,ImageProcess,python3.9,x86_64,1024,0,327,Provisioned Concurrency,0.3275497267844937,306.0,5.1000102e-06
ea1f5ebf-48cb-4f53-957a-ce2bc6b4a59c,2024-01-01 05:56:25.069253,ImageProcess,go1.x,arm64,128,0,43,Memory Tuning,0.1229036074435722,4119.0,6.86501373e-06
7ce584f5-8f48-4b37-837a-c079dd314fa0,2024-01-01 06:02:53.888694,ReportGen,nodejs18,x86_64,512,0,314,Provisioned Concurrency,0.3053652987437359,782.0,6.5166797e-06
e84d0ac9-e746-4fd3-8011-d450cdcb3128,2024-01-01 06:09:22.708135,AuthHandler,python3.9,arm64,512,0,175,None,0.116038497,767.0,5.11334356e-06
fde393be-50b5-4d4d-b215-f2ee7eae9b71,2024-01-01 06:15:51.527576,AuthHandler,go1.x,x86_64,2048,1,599,Memory Tuning,0.0282032387785227,997.0,3.32333998e-05
48503862-4290-4d30-b8f9-b7c26662e83f,2024-01-01 06:22:20.347017,AuthHandler,java11,arm64,3072,0,602,None,0.0360533275591072,79.0,3.16000632e-06
cfade06d-0e81-414b-b7a0-0dd16f68c044,2024-01-01 06:28:49.166458,AuthHandler,nodejs18,x86_64,512,0,541,None,0.047445194,858.0,7.1500143e-06
dfb21c15-cbb5-4afa-9ca6-c347d2f43bcd,2024-01-01 06:35:17.985899,AuthHandler,java11,x86_64,3072,0,584,None,0.086085063,95.0,4.7500095e-06
8e449b0c-8d7d-4f68-8bd5-f9387739b3c9,2024-01-01 06:41:46.805340,DataIngest,nodejs18,arm64,3072,0,946,Provisioned Concurrency,0.000500576,139.0,5.560011120000001e-06
5355c404-44b7-4317-b568-ecf25d695144,2024-01-01 06:48:15.624781,ImageProcess,go1.x,arm64,1024,0,247,None,0.039960111,391.0,5.21334376e-06
bfb76457-9853-48cb-a331-60cff29b748b,2024-01-01 06:54:44.444222,DataIngest,go1.x,x86_64,1024,0,664,None,0.1843757683809021,326.0,5.4333442e-06
e36499ba-835e-4bb7-93c7-cf01e184723c,2024-01-01 07:01:13.263663,ImageProcess,java11,x86_64,128,0,272,None,0.059227778,4067.0,8.4729336125e-06
0db49646-8bad-446b-aed8-13cae6d576dc,2024-01-01 07:07:42.083104,DataIngest,python3.9,x86_64,1024,0,805,None,0.08547672,380.0,6.333346e-06
d7b53bdc-07a6-4dcd-a888-a8770c54b951,2024-01-01 07:14:10.902545,DataIngest,python3.9,arm64,512,0,351,Memory Tuning,0.126273303535596,751.0,5.00667668e-06
0b8cd66b-2152-47e4-9eb7-59db81938dd1,2024-01-01 07:20:39.721986,AuthHandler,python3.9,x86_64,512,0,141,None,0.076164207,765.0,6.375012750000001e-06
039c7ba4-403f-4516-b5af-205463b81c7b,2024-01-01 07:27:08.541427,ImageProcess,nodejs18,arm64,512,0,66,None,0.1253036363550266,758.0,5.05334344e-06
3647fbf0-e9f1-46fb-8532-8670f8059ff7,2024-01-01 07:33:37.360868,ImageProcess,java11,x86_64,2048,0,439,None,0.005357126,120.0,4.000008e-06
7f739a16-d4c3-4ab1-b0af-14b82001b9b3,2024-01-01 07:40:06.180309,AuthHandler,java11,x86_64,3072,0,795,None,0.082048483,159.0,7.9500159e-06
9ef3acb4-3c96-417e-a45a-b64573bb6613,2024-01-01 07:46:34.999749,ImageProcess,nodejs18,arm64,1024,0,498,None,0.000737573,384.0,5.12001024e-06
7cddd90e-226b-40e6-a916-aef5ba94f471,2024-01-01 07:53:03.819190,AuthHandler,java11,x86_64,512,0,599,None,0.3041397053434559,846.0,7.0500141e-06
875e6eb6-60d9-42a0-96f6-cbf3827a9d8a,2024-01-01 07:59:32.638631,DataIngest,nodejs18,x86_64,128,0,231,Memory Tuning,0.082187863,4124.0,8.59168385e-06
a62f9d14-3c3a-4924-848c-42627752e3f3,2024-01-01 08:06:01.458072,DataIngest,go1.x,arm64,512,0,591,None,0.0394071168220858,772.0,5.1466769600000005e-06
488ae549-0744-4b41-aedb-1ae6216332ac,2024-01-01 08:12:30.277513,AuthHandler,go1.x,arm64,1024,0,70,None,0.035656004,474.0,6.32001264e-06
0175a5bc-84a7-4bfa-961d-f4408f0f0ee0,2024-01-01 08:18:59.096954,AuthHandler,python3.9,x86_64,3072,0,403,None,0.1194030867731504,124.0,6.2000124e-06
fb811b1e-2356-4b47-8c07-9708be91922e,2024-01-01 08:25:27.916395,ImageProcess,nodejs18,arm64,128,0,176,None,0.063158818,4094.0,6.823346980000001e-06
26a4d840-8d75-45c8-9c6b-0654572913b2,2024-01-01 08:31:56.735836,AuthHandler,go1.x,x86_64,3072,0,129,None,0.064901529,121.0,6.0500121e-06
d7587176-69c1-49d5-a14b-b0d49acfb10f,2024-01-01 08:38:25.555277,ReportGen,python3.9,x86_64,1024,0,516,Memory Tuning,0.004396211,296.0,4.9333432e-06
4e083fe4-cd82-4230-bee9-be7ae6c272fc,2024-01-01 08:44:54.374718,AuthHandler,python3.9,x86_64,2048,1,255,None,0.060682517,1323.0,4.41000882e-05
0df9770e-7ccc-4590-9e18-24965c0f41bb,2024-01-01 08:51:23.194159,ImageProcess,python3.9,x86_64,512,0,443,Provisioned Concurrency,0.013707727,762.0,6.3500127e-06
d9a8f90f-70bc-4666-853e-aaf1602df1fe,2024-01-01 08:57:52.013600,ImageProcess,nodejs18,x86_64,128,1,792,None,0.0271109570520567,4847.0,1.00979368625e-05
83a77f35-8e8b-439c-a835-83e935c8ef69,2024-01-01 09:04:20.833041,DataIngest,nodejs18,x86_64,1024,0,112,Memory Tuning,0.075971075,396.0,6.600013200000001e-06
a985670d-8850-4793-99be-4dec7bc6c56f,2024-01-01 09:10:49.652482,ImageProcess,go1.x,x86_64,128,0,580,None,0.054988888,4060.0,8.458350249999999e-06
48f918da-7ea0-4716-b9a0-3f9b86c07536,2024-01-01 09:17:18.471923,ImageProcess,python3.9,x86_64,3072,0,95,None,0.1815721338074034,99.0,4.950009900000001e-06
82a7bde3-ac04-40e1-8d83-3a0122e0e524,2024-01-01 09:23:47.291364,ImageProcess,go1.x,x86_64,128,0,78,Container Image,0.1916287023175118,4134.0,8.612517225000002e-06
d4ad6e30-7e53-4552-a7e3-cbc851777727,2024-01-01 09:30:16.110805,AuthHandler,go1.x,arm64,1024,0,782,Memory Tuning,0.0346535403958487,355.0,4.7333428e-06
43b99bcf-8d26-4166-8e36-4f44d28d93b6,2024-01-01 09:36:44.930246,ImageProcess,python3.9,x86_64,3072,0,838,Memory Tuning,0.008316439,97.0,4.850009700000001e-06
068ba0a8-4c1a-4247-8911-435c7ccdcbb9,2024-01-01 09:43:13.749687,ReportGen,go1.x,x86_64,2048,0,72,Provisioned Concurrency,0.1810476329428293,156.0,5.200010400000001e-06
bedf0bd6-159d-4e2c-8f6c-37208d753ed3,2024-01-01 09:49:42.569128,AuthHandler,java11,x86_64,3072,0,214,None,0.067397925,135.0,6.750013500000001e-06
bc9abb71-fdf1-4ae7-aa61-cef0a93dfc39,2024-01-01 09:56:11.388569,ImageProcess,python3.9,x86_64,3072,0,242,Provisioned Concurrency,0.2503146395000182,148.0,7.4000148e-06
99ebdf17-df1d-4937-b6cf-8c3cc007fb85,2024-01-01 10:02:40.208010,AuthHandler,python3.9,x86_64,3072,0,706,Provisioned Concurrency,0.145052605,89.0,4.4500089e-06
7f1d8975-ff9f-4fc3-89a3-6c64f68908b3,2024-01-01 10:09:09.027451,AuthHandler,python3.9,x86_64,2048,0,555,None,0.085626433,176.0,5.8666784e-06
93e9d3f8-1914-465f-8e8e-c2fe3cd92501,2024-01-01 10:15:37.846892,ImageProcess,nodejs18,x86_64,3072,0,46,Memory Tuning,0.09821908,121.0,6.0500121e-06
0f4a91e1-0e29-4dd4-99db-ac90432ec68f,2024-01-01 10:22:06.666333,AuthHandler,go1.x,x86_64,128,0,20,None,0.029490615,4186.0,8.720850775e-06
c3cf1380-dc0f-4c37-b007-470f2c5c5cdb,2024-01-01 10:28:35.485774,DataIngest,go1.x,x86_64,3072,0,645,None,0.1228102175197529,153.0,7.6500153e-06
15f43c34-fe94-4c57-8a08-4ecf14c6cb16,2024-01-01 10:35:04.305215,DataIngest,go1.x,x86_64,512,0,84,Provisioned Concurrency,0.1292629453502032,764.0,6.3666794e-06
8cdeda2e-2e1b-4be8-93cd-61d03a3d3173,2024-01-01 10:41:33.124656,AuthHandler,java11,x86_64,128,0,639,None,0.0259633770193294,4151.0,8.6479339625e-06
4c990381-dd7e-481f-a67d-014e32e0a6b9,2024-01-01 10:48:01.944097,ReportGen,java11,arm64,2048,0,998,None,0.2204762544663538,173.0,4.61334256e-06
cd7c5256-aa1b-4c08-9cad-e36c9c31a3a2,2024-01-01 10:54:30.763538,AuthHandler,java11,arm64,512,0,226,Memory Tuning,0.0207104026417979,761.0,5.07334348e-06
d1bb9158-d274-4e61-879f-dd71cbae9e39,2024-01-01 11:00:59.582979,AuthHandler,nodejs18,x86_64,3072,0,374,None,0.1645255339617306,101.0,5.050010100000001e-06
af5b5a32-3d9e-48f0-855f-54cf73c39261,2024-01-01 11:07:28.402420,AuthHandler,java11,x86_64,1024,0,763,Memory Tuning,0.0258340610829587,383.0,6.3833461e-06
33cfcfc0-f022-405b-bf8f-0477322e4fee,2024-01-01 11:13:57.221861,AuthHandler,go1.x,x86_64,2048,0,995,None,0.047766915,291.0,9.7000194e-06
b30c95d3-6f6c-4caf-93bf-87ab098c4cfd,2024-01-01 11:20:26.041302,DataIngest,nodejs18,arm64,1024,1,863,None,0.1743657232096229,1223.0,1.6306699280000003e-05
691c29be-7295-403b-9559-972c9734a6f7,2024-01-01 11:26:54.860743,AuthHandler,java11,x86_64,512,0,999,Provisioned Concurrency,0.0615230539041021,742.0,6.1833457e-06
6f844e33-732b-46a0-9b90-85f60ef33e77,2024-01-01 11:33:23.680184,ImageProcess,go1.x,x86_64,3072,0,176,Memory Tuning,0.038344671,164.0,8.2000164e-06
aebdc3f9-3e63-4e2b-aa3f-353776d0f659,2024-01-01 11:39:52.499624,AuthHandler,java11,x86_64,512,0,277,Memory Tuning,0.0330817003182554,810.0,6.750013500000001e-06
2149adb4-0cc7-40c0-b660-2e765457f612,2024-01-01 11:46:21.319065,AuthHandler,nodejs18,x86_64,128,0,99,None,0.007986648,4122.0,8.587517175e-06
45feb77f-55fe-4e08-a75e-001e6eb57431,2024-01-01 11:52:50.138506,ImageProcess,python3.9,x86_64,3072,0,740,None,0.1057564917346228,149.0,7.450014899999999e-06
006b5934-46c2-4257-a4e0-650c83d54951,2024-01-01 11:59:18.957947,DataIngest,java11,x86_64,2048,0,27,None,0.1234600577285721,232.0,7.7333488e-06
333b1fe9-da80-4eaa-9587-958a6eb80bfd,2024-01-01 12:05:47.777388,ImageProcess,python3.9,x86_64,3072,0,66,None,0.1070583978957492,134.0,6.7000134000000006e-06
c17f7355-5c95-4dbf-8465-d768726427be,2024-01-01 12:12:16.596829,ImageProcess,go1.x,arm64,128,0,178,None,0.001296372,4073.0,6.788346910000001e-06
f76c7c8f-85d6-4492-bd2c-5af89e62415a,2024-01-01 12:18:45.416270,ImageProcess,python3.9,x86_64,128,0,619,None,0.022255805,4163.0,8.672934012500002e-06
7cc28c57-5131-4719-9c04-0b6f12438441,2024-01-01 12:25:14.235711,DataIngest,nodejs18,arm64,3072,0,457,None,0.2154997113856079,78.0,3.12000624e-06
08513138-e45d-471a-a97c-16c7257d2cef,2024-01-01 12:31:43.055152,AuthHandler,python3.9,x86_64,2048,0,738,None,0.2135514459286331,165.0,5.500011000000001e-06
f2e31890-ad62-408d-90a6-c2de0fd2e9d2,2024-01-01 12:38:11.874593,DataIngest,go1.x,arm64,2048,0,914,None,0.019068434,210.0,5.6000112e-06
7cc385c1-c237-4512-b92e-2d551de75b42,2024-01-01 12:44:40.694034,ImageProcess,java11,x86_64,512,0,634,None,0.1616573799640516,765.0,6.375012750000001e-06
1eae2d60-d044-4040-bb1d-f2488a70ec84,2024-01-01 12:51:09.513475,DataIngest,go1.x,arm64,512,0,45,None,0.1062490337313177,792.0,5.2800105600000005e-06
af2fd9b7-0f69-472d-babf-62378a3fb972,2024-01-01 12:57:38.332916,ImageProcess,go1.x,arm64,512,0,462,Memory Tuning,0.1173044049796809,828.0,5.52001104e-06
97fc1fc7-7eee-497d-815c-d0f4236b4c5a,2024-01-01 13:04:07.152357,ReportGen,nodejs18,x86_64,2048,0,196,Memory Tuning,0.086137648,205.0,6.833347e-06
c88cfa8b-307b-4478-9d5a-43b99f492d59,2024-01-01 13:10:35.971798,ImageProcess,nodejs18,x86_64,128,0,46,Provisioned Concurrency,0.040929505,4151.0,8.6479339625e-06
5aa57250-0140-4db4-a076-8da5309e110f,2024-01-01 13:17:04.791239,ImageProcess,nodejs18,arm64,128,0,473,None,0.0153369151507536,4055.0,6.75834685e-06
31f6b40e-0898-4f84-8d71-9fe20f1018e4,2024-01-01 13:23:33.610680,ReportGen,python3.9,x86_64,2048,0,58,Provisioned Concurrency,0.219242252621445,173.0,5.7666782e-06
4c9a7ba7-b50a-43a7-8269-610bc7a0cca5,2024-01-01 13:30:02.430121,AuthHandler,java11,x86_64,512,0,650,None,0.0579867998192547,836.0,6.9666806e-06
bb13e15d-47e2-45e0-a804-9f9cd1f08323,2024-01-01 13:36:31.249562,AuthHandler,python3.9,arm64,1024,1,952,None,0.134876328125206,1409.0,1.878670424e-05
4d4a33bf-5e8a-40d6-a026-ae98599b8d61,2024-01-01 13:43:00.069003,ImageProcess,java11,x86_64,128,0,463,Provisioned Concurrency,0.1309170447791721,4137.0,8.6187672375e-06
1926915b-ccf6-458e-b08a-9ac0500ec64e,2024-01-01 13:49:28.888444,AuthHandler,go1.x,x86_64,2048,0,491,Provisioned Concurrency,0.042503671,66.0,2.2000044000000004e-06
6bd2efe1-7e17-4248-b713-c2225438b74d,2024-01-01 13:55:57.707885,AuthHandler,python3.9,x86_64,2048,0,439,Memory Tuning,0.001693591,116.0,3.8666744e-06
4bbb70c9-dbb3-4240-85af-8d1f6704358c,2024-01-01 14:02:26.527326,DataIngest,python3.9,x86_64,3072,0,492,Memory Tuning,0.1221338867317988,108.0,5.4000108e-06
22333b53-2011-48f3-973c-6759402dacd4,2024-01-01 14:08:55.346767,ReportGen,nodejs18,x86_64,1024,0,512,Memory Tuning,0.093241858,400.0,6.66668e-06
b2f04afd-2225-49bb-9486-9e530afbabcd,2024-01-01 14:15:24.166208,ImageProcess,java11,arm64,512,0,643,None,0.060632499,788.0,5.253343840000001e-06
7b84b5c6-fb22-4495-985e-e4ad751d2bc8,2024-01-01 14:21:52.985649,ImageProcess,go1.x,x86_64,128,1,265,Memory Tuning,0.1695038880990699,5004.0,1.042502085e-05
02f43d9d-366b-42e4-8eb4-1d763df23b1e,2024-01-01 14:28:21.805090,ReportGen,python3.9,x86_64,128,0,756,None,0.206664959366265,4079.0,8.4979336625e-06
5ac2f20a-4ad4-4a41-b8ad-cc68679f22db,2024-01-01 14:34:50.624531,ReportGen,java11,x86_64,128,0,13,None,0.1255501273072804,4102.0,8.545850425000002e-06
2a520e08-ef6c-4b4d-adf7-9a758e6cbf23,2024-01-01 14:41:19.443972,AuthHandler,java11,x86_64,128,0,485,None,0.009914619,4116.0,8.575017149999999e-06
20667ca3-28e4-4129-bd12-7f910fedd983,2024-01-01 14:47:48.263413,ImageProcess,java11,x86_64,512,0,125,None,0.0228339248026804,723.0,6.02501205e-06
277c708b-3e86-4e90-b10e-9b6ccb7892f3,2024-01-01 14:54:17.082854,DataIngest,java11,arm64,3072,0,57,None,0.056355713,13.0,5.200010400000001e-07
eeca5b0b-07ef-4f23-8ee5-641b3a8e85a1,2024-01-01 15:00:45.902295,AuthHandler,java11,arm64,2048,0,52,Container Image,0.071299489,183.0,4.8800097600000005e-06
1e6123ca-23d0-4f12-9069-7e1f402ba694,2024-01-01 15:07:14.721736,ImageProcess,go1.x,x86_64,128,0,775,Provisioned Concurrency,0.0236985281634088,4063.0,8.4646002625e-06
747d3980-5a0b-4694-bc57-8250ee77d14a,2024-01-01 15:13:43.541177,AuthHandler,java11,arm64,128,0,689,None,0.2105684223758944,4166.0,6.943347220000001e-06
940dc4cb-af88-41e2-a950-e70cf1a3fa93,2024-01-01 15:20:12.360618,AuthHandler,java11,arm64,1024,0,710,Memory Tuning,0.045453586,425.0,5.666678e-06
4eb9ce6b-74af-4c62-88dd-ef7c8b854c97,2024-01-01 15:26:41.180059,DataIngest,python3.9,x86_64,128,1,94,None,0.1067921454319309,5119.049999999992,1.1745856825e-05
80f48b45-dea7-44ce-80ba-dcb00e02e11c,2024-01-01 15:33:09.999499,ImageProcess,go1.x,x86_64,2048,0,475,None,0.093430518,171.0,5.7000114e-06
85c35437-65d8-4a59-9171-38f739ef2bec,2024-01-01 15:39:38.818940,DataIngest,java11,x86_64,128,0,910,Provisioned Concurrency,0.1958651967886977,4063.0,8.4646002625e-06
14308d72-4bbe-4842-af70-012be4178963,2024-01-01 15:46:07.638381,AuthHandler,nodejs18,x86_64,2048,0,177,Provisioned Concurrency,0.0450155747513386,208.0,6.9333472e-06
c4e98ee7-ddcd-42d4-ba54-2bfc84160315,2024-01-01 15:52:36.457822,ImageProcess,nodejs18,x86_64,2048,0,563,None,0.062362778,232.0,7.7333488e-06
08fbc19a-9718-4fed-8bc9-31ea58c99a80,2024-01-01 15:59:05.277263,ImageProcess,java11,arm64,512,0,790,None,0.00208137,742.0,4.94667656e-06
